scientific_name,rank,taxonomic_status,common_name,AphiaID,WORMS url,WORMS Api url,LSID,Run script,kingdom,subkingdom,infrakingdom,phylum,subphylum,infraphylum,superclass,class,subclass,infraclass,subterclass,superorder,order,suborder,infraorder,parvorder,section,subsection,superfamily,epifamily,family,subfamily,supertribe,tribe,subtribe,genus,subgenus,species,subspecies,parent,codes,taxon_ID,images,Species List,MARINe Codes
Pinnotheroidea,SUPERFAMILY,ACCEPTED,,106708,http://www.marinespecies.org/aphia.php?p=taxdetails&id=106708,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/106708,urn:lsid:marinespecies.org:taxname:106708,https://airtable.com/tblLqtIyuwA7rbEC3/recDCXMe7I8trlbbf?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Eucarida,Decapoda,Pleocyemata,Brachyura,,Eubrachyura,Thoracotremata,Pinnotheroidea,,,,,,,,,,,Thoracotremata,,recDCXMe7I8trlbbf,,,
Pinnotheridae,FAMILY,ACCEPTED,,106775,http://www.marinespecies.org/aphia.php?p=taxdetails&id=106775,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/106775,urn:lsid:marinespecies.org:taxname:106775,https://airtable.com/tblLqtIyuwA7rbEC3/recqhDXi3vl1N0R7y?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Eucarida,Decapoda,Pleocyemata,Brachyura,,Eubrachyura,Thoracotremata,Pinnotheroidea,,Pinnotheridae,,,,,,,,,Pinnotheroidea,,recqhDXi3vl1N0R7y,,,
Pinnixinae,SUBFAMILY,ACCEPTED,,1361092,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1361092,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/1361092,urn:lsid:marinespecies.org:taxname:1361092,https://airtable.com/tblLqtIyuwA7rbEC3/recCv1mimR5xGfLTY?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Eucarida,Decapoda,Pleocyemata,Brachyura,,Eubrachyura,Thoracotremata,Pinnotheroidea,,Pinnotheridae,Pinnixinae,,,,,,,,Pinnotheridae,,recCv1mimR5xGfLTY,,,
Pinnixa,GENUS,ACCEPTED,,158444,http://www.marinespecies.org/aphia.php?p=taxdetails&id=158444,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/158444,urn:lsid:marinespecies.org:taxname:158444,https://airtable.com/tblLqtIyuwA7rbEC3/recVkGMSzXIJLySEJ?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Eucarida,Decapoda,Pleocyemata,Brachyura,,Eubrachyura,Thoracotremata,Pinnotheroidea,,Pinnotheridae,Pinnixinae,,,,Pinnixa,,,,Pinnixinae,,recVkGMSzXIJLySEJ,,,
Pinnixa chaetopterana,SPECIES,UNACCEPTED,Tube pea crab,158445,http://www.marinespecies.org/aphia.php?p=taxdetails&id=158445,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/158445,urn:lsid:marinespecies.org:taxname:158445,https://airtable.com/tblLqtIyuwA7rbEC3/recaXNPdrI8R65inY?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Eucarida,Decapoda,Pleocyemata,Brachyura,,Eubrachyura,Thoracotremata,Pinnotheroidea,,Pinnotheridae,Pinnixinae,,,,Pinnixa,,Pinnixa chaetopterana,,Pinnixa,PINC,recaXNPdrI8R65inY,,,
Pinnotherinae,SUBFAMILY,ACCEPTED,,439165,http://www.marinespecies.org/aphia.php?p=taxdetails&id=439165,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/439165,urn:lsid:marinespecies.org:taxname:439165,https://airtable.com/tblLqtIyuwA7rbEC3/recMZKoWGaOJH7Bo6?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Eucarida,Decapoda,Pleocyemata,Brachyura,,Eubrachyura,Thoracotremata,Pinnotheroidea,,Pinnotheridae,Pinnotherinae,,,,,,,,Pinnotheridae,,recMZKoWGaOJH7Bo6,,,
Fabia,GENUS,ACCEPTED,,377866,http://www.marinespecies.org/aphia.php?p=taxdetails&id=377866,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/377866,urn:lsid:marinespecies.org:taxname:377866,https://airtable.com/tblLqtIyuwA7rbEC3/rec4cvM06RrnbGvFE?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Eucarida,Decapoda,Pleocyemata,Brachyura,,Eubrachyura,Thoracotremata,Pinnotheroidea,,Pinnotheridae,Pinnotherinae,,,,Fabia,,,,Pinnotherinae,,rec4cvM06RrnbGvFE,,,
Fabia subquadrata,SPECIES,ACCEPTED,Grooved mussel crab,445132,http://www.marinespecies.org/aphia.php?p=taxdetails&id=445132,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/445132,urn:lsid:marinespecies.org:taxname:445132,https://airtable.com/tblLqtIyuwA7rbEC3/recpFuo1T8lEDlSt7?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Eucarida,Decapoda,Pleocyemata,Brachyura,,Eubrachyura,Thoracotremata,Pinnotheroidea,,Pinnotheridae,Pinnotherinae,,,,Fabia,,Fabia subquadrata,,Fabia,FASU,recpFuo1T8lEDlSt7,,,
Caridea,INFRAORDER,ACCEPTED,Caridean shrimp,106674,http://www.marinespecies.org/aphia.php?p=taxdetails&id=106674,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/106674,urn:lsid:marinespecies.org:taxname:106674,https://airtable.com/tblLqtIyuwA7rbEC3/recc55Ycr7OALcG5U?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Eucarida,Decapoda,Pleocyemata,Caridea,,,,,,,,,,,,,,,Pleocyemata,"CARI,CARI",recc55Ycr7OALcG5U,,,
Alpheoidea,SUPERFAMILY,ACCEPTED,,106709,http://www.marinespecies.org/aphia.php?p=taxdetails&id=106709,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/106709,urn:lsid:marinespecies.org:taxname:106709,https://airtable.com/tblLqtIyuwA7rbEC3/recVDDTM8NH4hICZ2?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Eucarida,Decapoda,Pleocyemata,Caridea,,,,Alpheoidea,,,,,,,,,,,Caridea,,recVDDTM8NH4hICZ2,,,
Hippolytidae,FAMILY,ACCEPTED,,106777,http://www.marinespecies.org/aphia.php?p=taxdetails&id=106777,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/106777,urn:lsid:marinespecies.org:taxname:106777,https://airtable.com/tblLqtIyuwA7rbEC3/recmxNjEjo6oiFkFT?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Eucarida,Decapoda,Pleocyemata,Caridea,,,,Alpheoidea,,Hippolytidae,,,,,,,,,Alpheoidea,,recmxNjEjo6oiFkFT,,,
Thoridae,FAMILY,ACCEPTED,,883967,http://www.marinespecies.org/aphia.php?p=taxdetails&id=883967,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/883967,urn:lsid:marinespecies.org:taxname:883967,https://airtable.com/tblLqtIyuwA7rbEC3/rec7vI7wHcZxPsscH?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Eucarida,Decapoda,Pleocyemata,Caridea,,,,Alpheoidea,,Thoridae,,,,,,,,,Alpheoidea,,rec7vI7wHcZxPsscH,,,
Heptacarpus,GENUS,ACCEPTED,,248339,http://www.marinespecies.org/aphia.php?p=taxdetails&id=248339,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/248339,urn:lsid:marinespecies.org:taxname:248339,https://airtable.com/tblLqtIyuwA7rbEC3/rec4qJNLYhdlNsysp?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Eucarida,Decapoda,Pleocyemata,Caridea,,,,Alpheoidea,,Thoridae,,,,,Heptacarpus,,,,Thoridae,,rec4qJNLYhdlNsysp,,,
Heptacarpus brevirostris,SPECIES,ACCEPTED,Stout coastal shrimp,515244,http://www.marinespecies.org/aphia.php?p=taxdetails&id=515244,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/515244,urn:lsid:marinespecies.org:taxname:515244,https://airtable.com/tblLqtIyuwA7rbEC3/recVbvyiNX7pez1SR?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Eucarida,Decapoda,Pleocyemata,Caridea,,,,Alpheoidea,,Thoridae,,,,,Heptacarpus,,Heptacarpus brevirostris,,Heptacarpus,,recVbvyiNX7pez1SR,,Quadra,
Heptacarpus sitchensis,SPECIES,ACCEPTED,Red-banded transparent shrimp,515266,http://www.marinespecies.org/aphia.php?p=taxdetails&id=515266,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/515266,urn:lsid:marinespecies.org:taxname:515266,https://airtable.com/tblLqtIyuwA7rbEC3/recILUsnMY943WKdD?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Eucarida,Decapoda,Pleocyemata,Caridea,,,,Alpheoidea,,Thoridae,,,,,Heptacarpus,,Heptacarpus sitchensis,,Heptacarpus,,recILUsnMY943WKdD,,Quadra,
Heptacarpus stylus,SPECIES,ACCEPTED,Stiletto Shrimp,515268,http://www.marinespecies.org/aphia.php?p=taxdetails&id=515268,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/515268,urn:lsid:marinespecies.org:taxname:515268,https://airtable.com/tblLqtIyuwA7rbEC3/recHFVgUR9wGi35ZU?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Eucarida,Decapoda,Pleocyemata,Caridea,,,,Alpheoidea,,Thoridae,,,,,Heptacarpus,,Heptacarpus stylus,,Heptacarpus,HEPS,recHFVgUR9wGi35ZU,,Quadra,
Crangonoidea,SUPERFAMILY,ACCEPTED,,106712,http://www.marinespecies.org/aphia.php?p=taxdetails&id=106712,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/106712,urn:lsid:marinespecies.org:taxname:106712,https://airtable.com/tblLqtIyuwA7rbEC3/rec5OQt66Tdfnj9O6?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Eucarida,Decapoda,Pleocyemata,Caridea,,,,Crangonoidea,,,,,,,,,,,Caridea,,rec5OQt66Tdfnj9O6,,,
Crangonidae,FAMILY,ACCEPTED,,106782,http://www.marinespecies.org/aphia.php?p=taxdetails&id=106782,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/106782,urn:lsid:marinespecies.org:taxname:106782,https://airtable.com/tblLqtIyuwA7rbEC3/recj7DMjl6YHbh1UG?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Eucarida,Decapoda,Pleocyemata,Caridea,,,,Crangonoidea,,Crangonidae,,,,,,,,,Crangonoidea,,recj7DMjl6YHbh1UG,,,
Crangon,GENUS,ACCEPTED,Crangon Shrimp,107007,http://www.marinespecies.org/aphia.php?p=taxdetails&id=107007,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/107007,urn:lsid:marinespecies.org:taxname:107007,https://airtable.com/tblLqtIyuwA7rbEC3/recrV2UQFQCX3Mjb5?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Eucarida,Decapoda,Pleocyemata,Caridea,,,,Crangonoidea,,Crangonidae,,,,,Crangon,,,,Crangonidae,"CRAN,CRAN",recrV2UQFQCX3Mjb5,,,
Pandaloidea,SUPERFAMILY,ACCEPTED,,106716,http://www.marinespecies.org/aphia.php?p=taxdetails&id=106716,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/106716,urn:lsid:marinespecies.org:taxname:106716,https://airtable.com/tblLqtIyuwA7rbEC3/reczTLiuIg5qxaQFF?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Eucarida,Decapoda,Pleocyemata,Caridea,,,,Pandaloidea,,,,,,,,,,,Caridea,,reczTLiuIg5qxaQFF,,,
Pandalidae,FAMILY,ACCEPTED,,106789,http://www.marinespecies.org/aphia.php?p=taxdetails&id=106789,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/106789,urn:lsid:marinespecies.org:taxname:106789,https://airtable.com/tblLqtIyuwA7rbEC3/rec1tX8pKT5kccmpX?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Eucarida,Decapoda,Pleocyemata,Caridea,,,,Pandaloidea,,Pandalidae,,,,,,,,,Pandaloidea,,rec1tX8pKT5kccmpX,,,
Pandalus,GENUS,ACCEPTED,Pandalus shrimp,107044,http://www.marinespecies.org/aphia.php?p=taxdetails&id=107044,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/107044,urn:lsid:marinespecies.org:taxname:107044,https://airtable.com/tblLqtIyuwA7rbEC3/recyMDVcrtKEalYZs?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Eucarida,Decapoda,Pleocyemata,Caridea,,,,Pandaloidea,,Pandalidae,,,,,Pandalus,,,,Pandalidae,PAND,recyMDVcrtKEalYZs,,,
Pandalus danae,SPECIES,ACCEPTED,Coonstripe shrimp,515462,http://www.marinespecies.org/aphia.php?p=taxdetails&id=515462,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/515462,urn:lsid:marinespecies.org:taxname:515462,https://airtable.com/tblLqtIyuwA7rbEC3/reciWioZeRdXOhvTP?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Eucarida,Decapoda,Pleocyemata,Caridea,,,,Pandaloidea,,Pandalidae,,,,,Pandalus,,Pandalus danae,,Pandalus,PAND,reciWioZeRdXOhvTP,Pandalus_danae_47536_B1407_d03097.JPG (https://v5.airtableusercontent.com/v3/u/33/33/1727985600000/OEPiWiNF-EuQ6aEkrYHUZw/nRjzSAmGBaqMF0UObp7P-Fh4N5VDJ91UgfTqzGJ5Ip8lM35TBrrptGkgoZyIQrwTmRT2xH261VQmsDLedDobSKfmoOkMZzEwcrK2VJM7FyDiJiw7-bVy2JMJC7UdqQrocJKmSpZpTbjtIsFoqW3kJ1N7S34VdNp0ODgYTxqz0yjQ7fRUxcirsMD_umGNltFZ/kXBegTG1Sau94fXfyeXz0rYewmgvKefEniFWFIRiPfw),Quadra,
Pandalus platyceros,SPECIES,ACCEPTED,Spot Prawn,423632,http://www.marinespecies.org/aphia.php?p=taxdetails&id=423632,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/423632,urn:lsid:marinespecies.org:taxname:423632,https://airtable.com/tblLqtIyuwA7rbEC3/reccULihPJHxh0mUn?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Eucarida,Decapoda,Pleocyemata,Caridea,,,,Pandaloidea,,Pandalidae,,,,,Pandalus,,Pandalus platyceros,,Pandalus,"PANP,PANP",reccULihPJHxh0mUn,"Pandalus_platyceros_47419_B0596_d01666.JPG (https://v5.airtableusercontent.com/v3/u/33/33/1727985600000/a9GdeJAUS-GOf38a4wm2iA/zUYplyusprch95SaWQX2nyie8YIORiHjacVsfO5IJeaB_SeaPTDBnCeE49Zi1yDlP_w0kSmrpkA6L8aNHfTdD6i32roe_m4pnsui4hes-ltF6ZvTN3c0wAJS07yPZSY81fMfZ4oLxzxHbKZcJr5g1Cf0l_9CWlxQUMMQGKYnmKeOuQDMmh5JM0_7wGBgv6DS/8x6VgZoP1JC7tIgBQNuP5wFXN1AlJ_og1-dNlJ2yrMo),Pandalus_platyceros_47521_B1275_d02584.JPG (https://v5.airtableusercontent.com/v3/u/33/33/1727985600000/DCBSPOFWAl5hbzX2q0V3Rw/anhSqhejRN1LRJdaAw5PChyCc078w1TIEo3eOdCDkKQnN145yHoGBi8EcymhTckTmYzmDrU5_cdN8Co304V3r1dWAeNb8L5T9bIZKW7pesgzdCqT9y84SVJYD064xQ716BbWF9wlIpfHvO27Bi4hM2Ze0Nk8eNfY7l1z9tclCmyAEzd9fTo5DZjCUDmet2Gk/UHjuTYbTrJU2adjRzfw6mk3oz664kzlPwxSLd9SJ_EI),Pandalus_platyceros_47357_B0218_d00420.JPG (https://v5.airtableusercontent.com/v3/u/33/33/1727985600000/-SO2ptM9kcS7SoodqdwO1A/fpTXlB8NApmF6VyrS9lGdZApJQhMjfgqKmLxBTVFHuBJPiSQSDlkpp058EFPcZgeXu5pe30GQFWq-OqVIy9CNKWaQz38C35KWxFHvMpd4JmoZDg9yQj2aHfNZ7W_XK6J51Kx31EwHFIBAHjcUOlo8gq4QhapvjAD3yfOzeDz4bKF1T96GGKK5a-hMM6uYSqu/AsJ4pjeDgdQIhj3idRZYVoX_aknGTvV5FjXbRlCzv1Q)",,
Euphausiacea,ORDER,ACCEPTED,Krill,1128,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1128,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/1128,urn:lsid:marinespecies.org:taxname:1128,https://airtable.com/tblLqtIyuwA7rbEC3/recqfdxObiCQjDt0I?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Eucarida,Euphausiacea,,,,,,,,,,,,,,,,,Eucarida,EUPH,recqfdxObiCQjDt0I,,,
Peracarida,SUPERORDER,ACCEPTED,,1090,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1090,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/1090,urn:lsid:marinespecies.org:taxname:1090,https://airtable.com/tblLqtIyuwA7rbEC3/recGlAbz0TjAtngQG?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Peracarida,,,,,,,,,,,,,,,,,,Eumalacostraca,,recGlAbz0TjAtngQG,,,
Amphipoda,ORDER,ACCEPTED,Amphipod,1135,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1135,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/1135,urn:lsid:marinespecies.org:taxname:1135,https://airtable.com/tblLqtIyuwA7rbEC3/reczjEduBXPIwhxY0?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,,,,,,,,,,,,,,,,,Peracarida,"AMPH,AMPH,AMPH",reczjEduBXPIwhxY0,,,
Gammaridea,SUBORDER,UNACCEPTED,Gammarid Amphipods,1207,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1207,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/1207,urn:lsid:marinespecies.org:taxname:1207,https://airtable.com/tblLqtIyuwA7rbEC3/recMpDSBpbzFaSTHq?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Gammaridea,,,,,,,,,,,,,,,,Amphipoda,"GAMM,GAMM,GAMM,GAMM",recMpDSBpbzFaSTHq,,,
Hyperiidea,SUBORDER,ACCEPTED,,1205,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1205,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/1205,urn:lsid:marinespecies.org:taxname:1205,https://airtable.com/tblLqtIyuwA7rbEC3/recr9x6m0iBdO2lvQ?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Hyperiidea,,,,,,,,,,,,,,,,Amphipoda,,recr9x6m0iBdO2lvQ,,,
Physocephalata,INFRAORDER,ACCEPTED,,155692,http://www.marinespecies.org/aphia.php?p=taxdetails&id=155692,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/155692,urn:lsid:marinespecies.org:taxname:155692,https://airtable.com/tblLqtIyuwA7rbEC3/recfyifbugnBOba4x?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Hyperiidea,Physocephalata,,,,,,,,,,,,,,,Hyperiidea,,recfyifbugnBOba4x,,,
Physocephalatidira,PARVORDER,ACCEPTED,,1055272,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1055272,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/1055272,urn:lsid:marinespecies.org:taxname:1055272,https://airtable.com/tblLqtIyuwA7rbEC3/recEdGylGpSfKsHMq?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Hyperiidea,Physocephalata,Physocephalatidira,,,,,,,,,,,,,,Physocephalata,,recEdGylGpSfKsHMq,,,
Phronimoidea,SUPERFAMILY,ACCEPTED,,155696,http://www.marinespecies.org/aphia.php?p=taxdetails&id=155696,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/155696,urn:lsid:marinespecies.org:taxname:155696,https://airtable.com/tblLqtIyuwA7rbEC3/recCDyZGXpfxg2Cet?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Hyperiidea,Physocephalata,Physocephalatidira,,,Phronimoidea,,,,,,,,,,,Physocephalatidira,,recCDyZGXpfxg2Cet,,,
Hyperiidae,FAMILY,ACCEPTED,Hyperiid amphipod,101417,http://www.marinespecies.org/aphia.php?p=taxdetails&id=101417,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/101417,urn:lsid:marinespecies.org:taxname:101417,https://airtable.com/tblLqtIyuwA7rbEC3/recvKcJgmBRlO6vKG?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Hyperiidea,Physocephalata,Physocephalatidira,,,Phronimoidea,,Hyperiidae,,,,,,,,,Phronimoidea,HYPE,recvKcJgmBRlO6vKG,,,
Senticaudata,SUBORDER,ACCEPTED,,719424,http://www.marinespecies.org/aphia.php?p=taxdetails&id=719424,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/719424,urn:lsid:marinespecies.org:taxname:719424,https://airtable.com/tblLqtIyuwA7rbEC3/recoqGcGU6qq051no?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Senticaudata,,,,,,,,,,,,,,,,Amphipoda,,recoqGcGU6qq051no,,,
Corophiida,INFRAORDER,ACCEPTED,,719474,http://www.marinespecies.org/aphia.php?p=taxdetails&id=719474,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/719474,urn:lsid:marinespecies.org:taxname:719474,https://airtable.com/tblLqtIyuwA7rbEC3/rece19Gd3zE1knRBM?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Senticaudata,Corophiida,,,,,,,,,,,,,,,Senticaudata,,rece19Gd3zE1knRBM,,,
Caprellidira,PARVORDER,ACCEPTED,,719478,http://www.marinespecies.org/aphia.php?p=taxdetails&id=719478,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/719478,urn:lsid:marinespecies.org:taxname:719478,https://airtable.com/tblLqtIyuwA7rbEC3/recYEZKLLjq165fqT?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Senticaudata,Corophiida,Caprellidira,,,,,,,,,,,,,,Corophiida,,recYEZKLLjq165fqT,,,
Caprelloidea,SUPERFAMILY,ACCEPTED,,196121,http://www.marinespecies.org/aphia.php?p=taxdetails&id=196121,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/196121,urn:lsid:marinespecies.org:taxname:196121,https://airtable.com/tblLqtIyuwA7rbEC3/rec0o1b7PKuXNQg99?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Senticaudata,Corophiida,Caprellidira,,,Caprelloidea,,,,,,,,,,,Caprellidira,,rec0o1b7PKuXNQg99,,,
Caprellidae,FAMILY,ACCEPTED,Skeleton shrimp,101361,http://www.marinespecies.org/aphia.php?p=taxdetails&id=101361,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/101361,urn:lsid:marinespecies.org:taxname:101361,https://airtable.com/tblLqtIyuwA7rbEC3/recJiHO3bvpGrAeEv?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Senticaudata,Corophiida,Caprellidira,,,Caprelloidea,,Caprellidae,,,,,,,,,Caprelloidea,CAPR,recJiHO3bvpGrAeEv,,,
Caprellinae,SUBFAMILY,ACCEPTED,,430770,http://www.marinespecies.org/aphia.php?p=taxdetails&id=430770,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/430770,urn:lsid:marinespecies.org:taxname:430770,https://airtable.com/tblLqtIyuwA7rbEC3/recxJVpcaQmqPy8qj?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Senticaudata,Corophiida,Caprellidira,,,Caprelloidea,,Caprellidae,Caprellinae,,,,,,,,Caprellidae,,recxJVpcaQmqPy8qj,,,
Caprella,GENUS,ACCEPTED,,101430,http://www.marinespecies.org/aphia.php?p=taxdetails&id=101430,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/101430,urn:lsid:marinespecies.org:taxname:101430,https://airtable.com/tblLqtIyuwA7rbEC3/recrnZ6ERdaprnI28?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Senticaudata,Corophiida,Caprellidira,,,Caprelloidea,,Caprellidae,Caprellinae,,,,Caprella,,,,Caprellinae,,recrnZ6ERdaprnI28,,,
