datasetName,eventID,parentEventID,verbatimLocality,eventDate,year,month,day,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,habitat,sampleSizeValue,sampleSizeUnit,eventType,eventRemarks,samplingProtocol,language,license,bibliographicCitation,rightsHolder,institutionCode,country,countryCode,geodeticDatum,modified
Hakai Institute Rocky Intertidal Invertebrates,RICE010,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE011,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE012,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE013,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE014,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE015,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE016,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE017,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE018,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE019,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE020,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE021,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE022,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE023,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE024,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE025,NA,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE026,NA,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE027,NA,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE028,NA,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE029,NA,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE030,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE031,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE032,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE033,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE034,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE035,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
Hakai Institute Rocky Intertidal Invertebrates,RICE036,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expedition,NA,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/eaebf4b2b252b48ba79eae92e32e5f8b6d6f2ac1/protocols/rocky_intertidal-protocol.pdf,en,https://github.com/HakaiInstitute/nearshore-RI_motileInvertebrates/blob/main/LICENSE,"Froese, T., Sadlier-Brown, G., Hessing-Lewis, M., & Gehman, A.-L. (2024). Motile Invertebrate Surveys - BC Central Coast (3.2.0) [Data set]. Hakai Institute. https://doi.org/10.21966/0052-wk15",Hakai Institute,https://edmo.seadatanet.org/report/5148,Canada,CA,WGS84,2026-02-19
