eventID,occurrenceID,measurementID,measurementMethod,measurementType,measurementTypeID,measurementUnit,measurementUnitID,measurementValue,measurementValueID
RICE008_WB_2017-09-17_MQ3,RICE008_WB_2017-09-17_MQ3_3049,RICE008_WB_2017-09-17_MQ3_3049_length,In the field,Length,NA,mm,NA,16,NA
RICE008_WB_2017-09-17_MQ4,RICE008_WB_2017-09-17_MQ4_3050,RICE008_WB_2017-09-17_MQ4_3050_length,In the field,Length,NA,mm,NA,10,NA
RICE008_WB_2017-09-17_MQ5,RICE008_WB_2017-09-17_MQ5_3051,RICE008_WB_2017-09-17_MQ5_3051_length,In the field,Length,NA,mm,NA,18,NA
RICE008_WB_2017-09-17_MQ5,RICE008_WB_2017-09-17_MQ5_3052,RICE008_WB_2017-09-17_MQ5_3052_length,In the field,Length,NA,mm,NA,15,NA
RICE008_WB_2017-09-17_MQ5,RICE008_WB_2017-09-17_MQ5_3053,RICE008_WB_2017-09-17_MQ5_3053_length,In the field,Length,NA,mm,NA,16,NA
RICE008_WB_2017-09-17_MQ5,RICE008_WB_2017-09-17_MQ5_3054,RICE008_WB_2017-09-17_MQ5_3054_length,In the field,Length,NA,mm,NA,17,NA
RICE008_WB_2017-09-17_MQ5,RICE008_WB_2017-09-17_MQ5_3055,RICE008_WB_2017-09-17_MQ5_3055_length,In the field,Length,NA,mm,NA,19,NA
RICE008_NB_2017-09-18_BQ1,RICE008_NB_2017-09-18_BQ1_3056,RICE008_NB_2017-09-18_BQ1_3056_length,In the field,Length,NA,mm,NA,7,NA
RICE008_NB_2017-09-18_BQ1,RICE008_NB_2017-09-18_BQ1_3057,RICE008_NB_2017-09-18_BQ1_3057_length,In the field,Length,NA,mm,NA,5,NA
RICE008_NB_2017-09-18_BQ3,RICE008_NB_2017-09-18_BQ3_3058,RICE008_NB_2017-09-18_BQ3_3058_length,In the field,Length,NA,mm,NA,4,NA
RICE008_NB_2017-09-18_FQ2,RICE008_NB_2017-09-18_FQ2_3059,RICE008_NB_2017-09-18_FQ2_3059_length,In the field,Length,NA,mm,NA,10,NA
RICE008_NB_2017-09-18_MQ1,RICE008_NB_2017-09-18_MQ1_3060,RICE008_NB_2017-09-18_MQ1_3060_length,In the field,Length,NA,mm,NA,16,NA
RICE008_NB_2017-09-18_MQ3,RICE008_NB_2017-09-18_MQ3_3061,RICE008_NB_2017-09-18_MQ3_3061_length,In the field,Length,NA,mm,NA,15,NA
RICE008_NB_2017-09-18_MQ4,RICE008_NB_2017-09-18_MQ4_3062,RICE008_NB_2017-09-18_MQ4_3062_length,In the field,Length,NA,mm,NA,15,NA
RICE008_NB_2017-09-18_MQ4,RICE008_NB_2017-09-18_MQ4_3063,RICE008_NB_2017-09-18_MQ4_3063_length,In the field,Length,NA,mm,NA,20,NA
RICE008_FB_2017-09-19_BQ1,RICE008_FB_2017-09-19_BQ1_3064,RICE008_FB_2017-09-19_BQ1_3064_length,In the field,Length,NA,mm,NA,16,NA
RICE008_FB_2017-09-19_BQ1,RICE008_FB_2017-09-19_BQ1_3065,RICE008_FB_2017-09-19_BQ1_3065_length,In the field,Length,NA,mm,NA,20,NA
RICE008_FB_2017-09-19_BQ1,RICE008_FB_2017-09-19_BQ1_3066,RICE008_FB_2017-09-19_BQ1_3066_length,In the field,Length,NA,mm,NA,15,NA
RICE008_FB_2017-09-19_BQ1,RICE008_FB_2017-09-19_BQ1_3067,RICE008_FB_2017-09-19_BQ1_3067_length,In the field,Length,NA,mm,NA,19,NA
RICE008_FB_2017-09-19_BQ1,RICE008_FB_2017-09-19_BQ1_3068,RICE008_FB_2017-09-19_BQ1_3068_length,In the field,Length,NA,mm,NA,14,NA
RICE008_FB_2017-09-19_BQ1,RICE008_FB_2017-09-19_BQ1_3069,RICE008_FB_2017-09-19_BQ1_3069_length,In the field,Length,NA,mm,NA,22,NA
RICE008_FB_2017-09-19_BQ1,RICE008_FB_2017-09-19_BQ1_3070,RICE008_FB_2017-09-19_BQ1_3070_length,In the field,Length,NA,mm,NA,21,NA
RICE008_FB_2017-09-19_BQ1,RICE008_FB_2017-09-19_BQ1_3071,RICE008_FB_2017-09-19_BQ1_3071_length,In the field,Length,NA,mm,NA,17,NA
RICE008_FB_2017-09-19_BQ1,RICE008_FB_2017-09-19_BQ1_3072,RICE008_FB_2017-09-19_BQ1_3072_length,In the field,Length,NA,mm,NA,23,NA
RICE008_FB_2017-09-19_BQ2,RICE008_FB_2017-09-19_BQ2_3073,RICE008_FB_2017-09-19_BQ2_3073_length,In the field,Length,NA,mm,NA,19,NA
RICE008_FB_2017-09-19_BQ3,RICE008_FB_2017-09-19_BQ3_3074,RICE008_FB_2017-09-19_BQ3_3074_length,In the field,Length,NA,mm,NA,17,NA
RICE008_FB_2017-09-19_BQ3,RICE008_FB_2017-09-19_BQ3_3075,RICE008_FB_2017-09-19_BQ3_3075_length,In the field,Length,NA,mm,NA,14,NA
RICE008_FB_2017-09-19_BQ3,RICE008_FB_2017-09-19_BQ3_3076,RICE008_FB_2017-09-19_BQ3_3076_length,In the field,Length,NA,mm,NA,12,NA
RICE008_FB_2017-09-19_BQ3,RICE008_FB_2017-09-19_BQ3_3077,RICE008_FB_2017-09-19_BQ3_3077_length,In the field,Length,NA,mm,NA,13,NA
RICE008_FB_2017-09-19_BQ3,RICE008_FB_2017-09-19_BQ3_3078,RICE008_FB_2017-09-19_BQ3_3078_length,In the field,Length,NA,mm,NA,15,NA
RICE008_FB_2017-09-19_BQ3,RICE008_FB_2017-09-19_BQ3_3079,RICE008_FB_2017-09-19_BQ3_3079_length,In the field,Length,NA,mm,NA,16,NA
RICE008_FB_2017-09-19_BQ4,RICE008_FB_2017-09-19_BQ4_3080,RICE008_FB_2017-09-19_BQ4_3080_length,In the field,Length,NA,mm,NA,8,NA
RICE008_FB_2017-09-19_BQ4,RICE008_FB_2017-09-19_BQ4_3081,RICE008_FB_2017-09-19_BQ4_3081_length,In the field,Length,NA,mm,NA,11,NA
RICE008_FB_2017-09-19_BQ4,RICE008_FB_2017-09-19_BQ4_3082,RICE008_FB_2017-09-19_BQ4_3082_length,In the field,Length,NA,mm,NA,14,NA
RICE008_FB_2017-09-19_BQ4,RICE008_FB_2017-09-19_BQ4_3083,RICE008_FB_2017-09-19_BQ4_3083_length,In the field,Length,NA,mm,NA,13,NA
RICE008_FB_2017-09-19_BQ4,RICE008_FB_2017-09-19_BQ4_3084,RICE008_FB_2017-09-19_BQ4_3084_length,In the field,Length,NA,mm,NA,7,NA
RICE008_FB_2017-09-19_BQ4,RICE008_FB_2017-09-19_BQ4_3085,RICE008_FB_2017-09-19_BQ4_3085_length,In the field,Length,NA,mm,NA,10,NA
RICE008_FB_2017-09-19_BQ4,RICE008_FB_2017-09-19_BQ4_3086,RICE008_FB_2017-09-19_BQ4_3086_length,In the field,Length,NA,mm,NA,8,NA
RICE008_FB_2017-09-19_BQ4,RICE008_FB_2017-09-19_BQ4_3087,RICE008_FB_2017-09-19_BQ4_3087_length,In the field,Length,NA,mm,NA,9,NA
RICE008_FB_2017-09-19_BQ5,RICE008_FB_2017-09-19_BQ5_3088,RICE008_FB_2017-09-19_BQ5_3088_length,In the field,Length,NA,mm,NA,9,NA
RICE008_FB_2017-09-19_BQ5,RICE008_FB_2017-09-19_BQ5_3089,RICE008_FB_2017-09-19_BQ5_3089_length,In the field,Length,NA,mm,NA,10,NA
RICE008_FB_2017-09-19_BQ5,RICE008_FB_2017-09-19_BQ5_3090,RICE008_FB_2017-09-19_BQ5_3090_length,In the field,Length,NA,mm,NA,14,NA
RICE008_FB_2017-09-19_BQ5,RICE008_FB_2017-09-19_BQ5_3091,RICE008_FB_2017-09-19_BQ5_3091_length,In the field,Length,NA,mm,NA,6,NA
RICE008_FB_2017-09-19_BQ5,RICE008_FB_2017-09-19_BQ5_3092,RICE008_FB_2017-09-19_BQ5_3092_length,In the field,Length,NA,mm,NA,7,NA
RICE008_FB_2017-09-19_BQ5,RICE008_FB_2017-09-19_BQ5_3093,RICE008_FB_2017-09-19_BQ5_3093_length,In the field,Length,NA,mm,NA,8,NA
RICE008_FB_2017-09-19_FQ1,RICE008_FB_2017-09-19_FQ1_3094,RICE008_FB_2017-09-19_FQ1_3094_length,In the field,Length,NA,mm,NA,19,NA
RICE008_FB_2017-09-19_FQ1,RICE008_FB_2017-09-19_FQ1_3095,RICE008_FB_2017-09-19_FQ1_3095_length,In the field,Length,NA,mm,NA,20,NA
RICE008_FB_2017-09-19_FQ1,RICE008_FB_2017-09-19_FQ1_3096,RICE008_FB_2017-09-19_FQ1_3096_length,In the field,Length,NA,mm,NA,10,NA
RICE008_FB_2017-09-19_FQ1,RICE008_FB_2017-09-19_FQ1_3097,RICE008_FB_2017-09-19_FQ1_3097_length,In the field,Length,NA,mm,NA,12,NA
RICE008_FB_2017-09-19_FQ1,RICE008_FB_2017-09-19_FQ1_3098,RICE008_FB_2017-09-19_FQ1_3098_length,In the field,Length,NA,mm,NA,23,NA
RICE008_FB_2017-09-19_FQ1,RICE008_FB_2017-09-19_FQ1_3099,RICE008_FB_2017-09-19_FQ1_3099_length,In the field,Length,NA,mm,NA,16,NA
RICE008_FB_2017-09-19_FQ2,RICE008_FB_2017-09-19_FQ2_3100,RICE008_FB_2017-09-19_FQ2_3100_length,In the field,Length,NA,mm,NA,22,NA
RICE008_FB_2017-09-19_FQ2,RICE008_FB_2017-09-19_FQ2_3101,RICE008_FB_2017-09-19_FQ2_3101_length,In the field,Length,NA,mm,NA,20,NA
RICE008_FB_2017-09-19_FQ2,RICE008_FB_2017-09-19_FQ2_3102,RICE008_FB_2017-09-19_FQ2_3102_length,In the field,Length,NA,mm,NA,23,NA
RICE008_FB_2017-09-19_FQ2,RICE008_FB_2017-09-19_FQ2_3103,RICE008_FB_2017-09-19_FQ2_3103_length,In the field,Length,NA,mm,NA,21,NA
RICE008_FB_2017-09-19_FQ2,RICE008_FB_2017-09-19_FQ2_3104,RICE008_FB_2017-09-19_FQ2_3104_length,In the field,Length,NA,mm,NA,17,NA
RICE008_FB_2017-09-19_FQ2,RICE008_FB_2017-09-19_FQ2_3105,RICE008_FB_2017-09-19_FQ2_3105_length,In the field,Length,NA,mm,NA,10,NA
RICE008_FB_2017-09-19_FQ2,RICE008_FB_2017-09-19_FQ2_3106,RICE008_FB_2017-09-19_FQ2_3106_length,In the field,Length,NA,mm,NA,18,NA
RICE008_FB_2017-09-19_FQ2,RICE008_FB_2017-09-19_FQ2_3107,RICE008_FB_2017-09-19_FQ2_3107_length,In the field,Length,NA,mm,NA,12,NA
RICE008_FB_2017-09-19_FQ2,RICE008_FB_2017-09-19_FQ2_3108,RICE008_FB_2017-09-19_FQ2_3108_length,In the field,Length,NA,mm,NA,9,NA
RICE008_FB_2017-09-19_FQ3,RICE008_FB_2017-09-19_FQ3_3109,RICE008_FB_2017-09-19_FQ3_3109_length,In the field,Length,NA,mm,NA,23,NA
RICE008_FB_2017-09-19_FQ3,RICE008_FB_2017-09-19_FQ3_3110,RICE008_FB_2017-09-19_FQ3_3110_length,In the field,Length,NA,mm,NA,15,NA
RICE008_FB_2017-09-19_FQ3,RICE008_FB_2017-09-19_FQ3_3111,RICE008_FB_2017-09-19_FQ3_3111_length,In the field,Length,NA,mm,NA,10,NA
RICE008_FB_2017-09-19_FQ3,RICE008_FB_2017-09-19_FQ3_3112,RICE008_FB_2017-09-19_FQ3_3112_length,In the field,Length,NA,mm,NA,7,NA
RICE008_FB_2017-09-19_FQ4,RICE008_FB_2017-09-19_FQ4_3113,RICE008_FB_2017-09-19_FQ4_3113_length,In the field,Length,NA,mm,NA,17,NA
RICE008_FB_2017-09-19_FQ4,RICE008_FB_2017-09-19_FQ4_3114,RICE008_FB_2017-09-19_FQ4_3114_length,In the field,Length,NA,mm,NA,7,NA
RICE008_FB_2017-09-19_FQ4,RICE008_FB_2017-09-19_FQ4_3115,RICE008_FB_2017-09-19_FQ4_3115_length,In the field,Length,NA,mm,NA,21,NA
RICE008_FB_2017-09-19_FQ4,RICE008_FB_2017-09-19_FQ4_3116,RICE008_FB_2017-09-19_FQ4_3116_length,In the field,Length,NA,mm,NA,24,NA
RICE008_FB_2017-09-19_FQ5,RICE008_FB_2017-09-19_FQ5_3117,RICE008_FB_2017-09-19_FQ5_3117_length,In the field,Length,NA,mm,NA,20,NA
RICE008_FB_2017-09-19_MQ1,RICE008_FB_2017-09-19_MQ1_3118,RICE008_FB_2017-09-19_MQ1_3118_length,In the field,Length,NA,mm,NA,12,NA
RICE008_FB_2017-09-19_MQ1,RICE008_FB_2017-09-19_MQ1_3119,RICE008_FB_2017-09-19_MQ1_3119_length,In the field,Length,NA,mm,NA,13,NA
RICE008_FB_2017-09-19_MQ1,RICE008_FB_2017-09-19_MQ1_3120,RICE008_FB_2017-09-19_MQ1_3120_length,In the field,Length,NA,mm,NA,18,NA
RICE008_FB_2017-09-19_MQ1,RICE008_FB_2017-09-19_MQ1_3121,RICE008_FB_2017-09-19_MQ1_3121_length,In the field,Length,NA,mm,NA,7,NA
RICE008_FB_2017-09-19_MQ1,RICE008_FB_2017-09-19_MQ1_3122,RICE008_FB_2017-09-19_MQ1_3122_length,In the field,Length,NA,mm,NA,6,NA
RICE008_FB_2017-09-19_MQ1,RICE008_FB_2017-09-19_MQ1_3123,RICE008_FB_2017-09-19_MQ1_3123_length,In the field,Length,NA,mm,NA,5,NA
RICE008_FB_2017-09-19_MQ1,RICE008_FB_2017-09-19_MQ1_3124,RICE008_FB_2017-09-19_MQ1_3124_length,In the field,Length,NA,mm,NA,11,NA
RICE008_FB_2017-09-19_MQ1,RICE008_FB_2017-09-19_MQ1_3125,RICE008_FB_2017-09-19_MQ1_3125_length,In the field,Length,NA,mm,NA,10,NA
RICE008_FB_2017-09-19_MQ2,RICE008_FB_2017-09-19_MQ2_3126,RICE008_FB_2017-09-19_MQ2_3126_length,In the field,Length,NA,mm,NA,13,NA
RICE008_FB_2017-09-19_MQ2,RICE008_FB_2017-09-19_MQ2_3127,RICE008_FB_2017-09-19_MQ2_3127_length,In the field,Length,NA,mm,NA,18,NA
RICE008_FB_2017-09-19_MQ2,RICE008_FB_2017-09-19_MQ2_3128,RICE008_FB_2017-09-19_MQ2_3128_length,In the field,Length,NA,mm,NA,15,NA
RICE008_FB_2017-09-19_MQ2,RICE008_FB_2017-09-19_MQ2_3129,RICE008_FB_2017-09-19_MQ2_3129_length,In the field,Length,NA,mm,NA,17,NA
RICE008_FB_2017-09-19_MQ2,RICE008_FB_2017-09-19_MQ2_3130,RICE008_FB_2017-09-19_MQ2_3130_length,In the field,Length,NA,mm,NA,20,NA
RICE008_FB_2017-09-19_MQ2,RICE008_FB_2017-09-19_MQ2_3131,RICE008_FB_2017-09-19_MQ2_3131_length,In the field,Length,NA,mm,NA,21,NA
RICE008_FB_2017-09-19_MQ2,RICE008_FB_2017-09-19_MQ2_3132,RICE008_FB_2017-09-19_MQ2_3132_length,In the field,Length,NA,mm,NA,16,NA
RICE008_FB_2017-09-19_MQ2,RICE008_FB_2017-09-19_MQ2_3133,RICE008_FB_2017-09-19_MQ2_3133_length,In the field,Length,NA,mm,NA,12,NA
RICE008_FB_2017-09-19_MQ2,RICE008_FB_2017-09-19_MQ2_3134,RICE008_FB_2017-09-19_MQ2_3134_length,In the field,Length,NA,mm,NA,11,NA
RICE008_FB_2017-09-19_MQ3,RICE008_FB_2017-09-19_MQ3_3135,RICE008_FB_2017-09-19_MQ3_3135_length,In the field,Length,NA,mm,NA,16,NA
RICE008_FB_2017-09-19_MQ3,RICE008_FB_2017-09-19_MQ3_3136,RICE008_FB_2017-09-19_MQ3_3136_length,In the field,Length,NA,mm,NA,14,NA
RICE008_FB_2017-09-19_MQ3,RICE008_FB_2017-09-19_MQ3_3137,RICE008_FB_2017-09-19_MQ3_3137_length,In the field,Length,NA,mm,NA,11,NA
RICE008_FB_2017-09-19_MQ3,RICE008_FB_2017-09-19_MQ3_3138,RICE008_FB_2017-09-19_MQ3_3138_length,In the field,Length,NA,mm,NA,15,NA
RICE008_FB_2017-09-19_MQ3,RICE008_FB_2017-09-19_MQ3_3139,RICE008_FB_2017-09-19_MQ3_3139_length,In the field,Length,NA,mm,NA,17,NA
RICE008_FB_2017-09-19_MQ3,RICE008_FB_2017-09-19_MQ3_3140,RICE008_FB_2017-09-19_MQ3_3140_length,In the field,Length,NA,mm,NA,18,NA
RICE008_FB_2017-09-19_MQ4,RICE008_FB_2017-09-19_MQ4_3141,RICE008_FB_2017-09-19_MQ4_3141_length,In the field,Length,NA,mm,NA,14,NA
RICE008_FB_2017-09-19_MQ4,RICE008_FB_2017-09-19_MQ4_3142,RICE008_FB_2017-09-19_MQ4_3142_length,In the field,Length,NA,mm,NA,18,NA
RICE008_FB_2017-09-19_MQ4,RICE008_FB_2017-09-19_MQ4_3143,RICE008_FB_2017-09-19_MQ4_3143_length,In the field,Length,NA,mm,NA,20,NA
RICE008_FB_2017-09-19_MQ4,RICE008_FB_2017-09-19_MQ4_3144,RICE008_FB_2017-09-19_MQ4_3144_length,In the field,Length,NA,mm,NA,15,NA
RICE008_FB_2017-09-19_MQ5,RICE008_FB_2017-09-19_MQ5_3145,RICE008_FB_2017-09-19_MQ5_3145_length,In the field,Length,NA,mm,NA,14,NA
RICE009_FB_2017-11-16_BQ4,RICE009_FB_2017-11-16_BQ4_3146,RICE009_FB_2017-11-16_BQ4_3146_length,In the field,Length,NA,mm,NA,9,NA
RICE009_FB_2017-11-16_BQ5,RICE009_FB_2017-11-16_BQ5_3147,RICE009_FB_2017-11-16_BQ5_3147_length,In the field,Length,NA,mm,NA,13,NA
RICE009_FB_2017-11-16_BQ5,RICE009_FB_2017-11-16_BQ5_3148,RICE009_FB_2017-11-16_BQ5_3148_length,In the field,Length,NA,mm,NA,12,NA
RICE009_FB_2017-11-16_BQ5,RICE009_FB_2017-11-16_BQ5_3149,RICE009_FB_2017-11-16_BQ5_3149_length,In the field,Length,NA,mm,NA,11,NA
RICE009_FB_2017-11-16_BQ5,RICE009_FB_2017-11-16_BQ5_3150,RICE009_FB_2017-11-16_BQ5_3150_length,In the field,Length,NA,mm,NA,16,NA
RICE009_FB_2017-11-16_BQ5,RICE009_FB_2017-11-16_BQ5_3151,RICE009_FB_2017-11-16_BQ5_3151_length,In the field,Length,NA,mm,NA,14,NA
RICE009_FB_2017-11-16_BQ5,RICE009_FB_2017-11-16_BQ5_3152,RICE009_FB_2017-11-16_BQ5_3152_length,In the field,Length,NA,mm,NA,9,NA
RICE009_FB_2017-11-16_FQ1,RICE009_FB_2017-11-16_FQ1_3153,RICE009_FB_2017-11-16_FQ1_3153_length,In the field,Length,NA,mm,NA,25,NA
RICE009_FB_2017-11-16_FQ3,RICE009_FB_2017-11-16_FQ3_3154,RICE009_FB_2017-11-16_FQ3_3154_length,In the field,Length,NA,mm,NA,18,NA
RICE009_FB_2017-11-16_MQ1,RICE009_FB_2017-11-16_MQ1_3155,RICE009_FB_2017-11-16_MQ1_3155_length,In the field,Length,NA,mm,NA,18,NA
RICE009_FB_2017-11-16_MQ1,RICE009_FB_2017-11-16_MQ1_3156,RICE009_FB_2017-11-16_MQ1_3156_length,In the field,Length,NA,mm,NA,10,NA
RICE009_FB_2017-11-16_MQ1,RICE009_FB_2017-11-16_MQ1_3157,RICE009_FB_2017-11-16_MQ1_3157_length,In the field,Length,NA,mm,NA,9,NA
RICE009_FB_2017-11-16_MQ1,RICE009_FB_2017-11-16_MQ1_3158,RICE009_FB_2017-11-16_MQ1_3158_length,In the field,Length,NA,mm,NA,8,NA
RICE009_FB_2017-11-16_MQ1,RICE009_FB_2017-11-16_MQ1_3159,RICE009_FB_2017-11-16_MQ1_3159_length,In the field,Length,NA,mm,NA,7,NA
RICE009_FB_2017-11-16_MQ1,RICE009_FB_2017-11-16_MQ1_3160,RICE009_FB_2017-11-16_MQ1_3160_length,In the field,Length,NA,mm,NA,6,NA
RICE009_FB_2017-11-16_MQ3,RICE009_FB_2017-11-16_MQ3_3161,RICE009_FB_2017-11-16_MQ3_3161_length,In the field,Length,NA,mm,NA,13,NA
RICE009_FB_2017-11-16_MQ4,RICE009_FB_2017-11-16_MQ4_3162,RICE009_FB_2017-11-16_MQ4_3162_length,In the field,Length,NA,mm,NA,4,NA
RICE009_NB_2017-11-17_FQ1,RICE009_NB_2017-11-17_FQ1_3163,RICE009_NB_2017-11-17_FQ1_3163_length,In the field,Length,NA,mm,NA,7,NA
RICE009_NB_2017-11-17_FQ1,RICE009_NB_2017-11-17_FQ1_3164,RICE009_NB_2017-11-17_FQ1_3164_length,In the field,Length,NA,mm,NA,9,NA
RICE009_NB_2017-11-17_FQ1,RICE009_NB_2017-11-17_FQ1_3165,RICE009_NB_2017-11-17_FQ1_3165_length,In the field,Length,NA,mm,NA,6,NA
RICE009_NB_2017-11-17_FQ1,RICE009_NB_2017-11-17_FQ1_3166,RICE009_NB_2017-11-17_FQ1_3166_length,In the field,Length,NA,mm,NA,21,NA
RICE009_NB_2017-11-17_FQ1,RICE009_NB_2017-11-17_FQ1_3167,RICE009_NB_2017-11-17_FQ1_3167_length,In the field,Length,NA,mm,NA,20,NA
RICE009_NB_2017-11-17_FQ2,RICE009_NB_2017-11-17_FQ2_3168,RICE009_NB_2017-11-17_FQ2_3168_length,In the field,Length,NA,mm,NA,10,NA
RICE009_NB_2017-11-17_FQ3,RICE009_NB_2017-11-17_FQ3_3169,RICE009_NB_2017-11-17_FQ3_3169_length,In the field,Length,NA,mm,NA,7,NA
RICE009_NB_2017-11-17_MQ4,RICE009_NB_2017-11-17_MQ4_3170,RICE009_NB_2017-11-17_MQ4_3170_length,In the field,Length,NA,mm,NA,7,NA
RICE009_NB_2017-11-17_MQ4,RICE009_NB_2017-11-17_MQ4_3171,RICE009_NB_2017-11-17_MQ4_3171_length,In the field,Length,NA,mm,NA,15,NA
RICE009_WB_2017-11-18_FQ1,RICE009_WB_2017-11-18_FQ1_3172,RICE009_WB_2017-11-18_FQ1_3172_length,In the field,Length,NA,mm,NA,21,NA
RICE009_WB_2017-11-18_FQ1,RICE009_WB_2017-11-18_FQ1_3173,RICE009_WB_2017-11-18_FQ1_3173_length,In the field,Length,NA,mm,NA,9,NA
RICE009_WB_2017-11-18_FQ3,RICE009_WB_2017-11-18_FQ3_3174,RICE009_WB_2017-11-18_FQ3_3174_length,In the field,Length,NA,mm,NA,40,NA
RICE009_WB_2017-11-18_FQ3,RICE009_WB_2017-11-18_FQ3_3175,RICE009_WB_2017-11-18_FQ3_3175_length,In the field,Length,NA,mm,NA,15,NA
RICE009_WB_2017-11-18_FQ4,RICE009_WB_2017-11-18_FQ4_3176,RICE009_WB_2017-11-18_FQ4_3176_length,In the field,Length,NA,mm,NA,17,NA
RICE009_WB_2017-11-18_FQ4,RICE009_WB_2017-11-18_FQ4_3177,RICE009_WB_2017-11-18_FQ4_3177_length,In the field,Length,NA,mm,NA,11,NA
RICE009_WB_2017-11-18_FQ4,RICE009_WB_2017-11-18_FQ4_3178,RICE009_WB_2017-11-18_FQ4_3178_length,In the field,Length,NA,mm,NA,23,NA
RICE009_WB_2017-11-18_FQ4,RICE009_WB_2017-11-18_FQ4_3179,RICE009_WB_2017-11-18_FQ4_3179_length,In the field,Length,NA,mm,NA,31,NA
RICE009_WB_2017-11-18_MQ1,RICE009_WB_2017-11-18_MQ1_3180,RICE009_WB_2017-11-18_MQ1_3180_length,In the field,Length,NA,mm,NA,40,NA
RICE009_WB_2017-11-18_MQ1,RICE009_WB_2017-11-18_MQ1_3181,RICE009_WB_2017-11-18_MQ1_3181_length,In the field,Length,NA,mm,NA,30,NA
RICE009_WB_2017-11-18_MQ2,RICE009_WB_2017-11-18_MQ2_3182,RICE009_WB_2017-11-18_MQ2_3182_length,In the field,Length,NA,mm,NA,12,NA
RICE009_WB_2017-11-18_MQ2,RICE009_WB_2017-11-18_MQ2_3183,RICE009_WB_2017-11-18_MQ2_3183_length,In the field,Length,NA,mm,NA,20,NA
RICE009_WB_2017-11-18_MQ2,RICE009_WB_2017-11-18_MQ2_3184,RICE009_WB_2017-11-18_MQ2_3184_length,In the field,Length,NA,mm,NA,9,NA
RICE009_WB_2017-11-18_MQ2,RICE009_WB_2017-11-18_MQ2_3185,RICE009_WB_2017-11-18_MQ2_3185_length,In the field,Length,NA,mm,NA,8,NA
RICE009_WB_2017-11-18_MQ2,RICE009_WB_2017-11-18_MQ2_3186,RICE009_WB_2017-11-18_MQ2_3186_length,In the field,Length,NA,mm,NA,10,NA
RICE009_WB_2017-11-18_MQ3,RICE009_WB_2017-11-18_MQ3_3187,RICE009_WB_2017-11-18_MQ3_3187_length,In the field,Length,NA,mm,NA,25,NA
RICE009_WB_2017-11-18_MQ3,RICE009_WB_2017-11-18_MQ3_3188,RICE009_WB_2017-11-18_MQ3_3188_length,In the field,Length,NA,mm,NA,17,NA
RICE009_WB_2017-11-18_MQ4,RICE009_WB_2017-11-18_MQ4_3189,RICE009_WB_2017-11-18_MQ4_3189_length,In the field,Length,NA,mm,NA,19,NA
RICE009_WB_2017-11-18_MQ4,RICE009_WB_2017-11-18_MQ4_3190,RICE009_WB_2017-11-18_MQ4_3190_length,In the field,Length,NA,mm,NA,16,NA
RICE009_WB_2017-11-18_MQ4,RICE009_WB_2017-11-18_MQ4_3191,RICE009_WB_2017-11-18_MQ4_3191_length,In the field,Length,NA,mm,NA,14,NA
RICE009_WB_2017-11-18_MQ4,RICE009_WB_2017-11-18_MQ4_3192,RICE009_WB_2017-11-18_MQ4_3192_length,In the field,Length,NA,mm,NA,13,NA
RICE009_WB_2017-11-18_MQ4,RICE009_WB_2017-11-18_MQ4_3193,RICE009_WB_2017-11-18_MQ4_3193_length,In the field,Length,NA,mm,NA,11,NA
RICE009_WB_2017-11-18_MQ4,RICE009_WB_2017-11-18_MQ4_3194,RICE009_WB_2017-11-18_MQ4_3194_length,In the field,Length,NA,mm,NA,12,NA
RICE009_WB_2017-11-18_MQ4,RICE009_WB_2017-11-18_MQ4_3195,RICE009_WB_2017-11-18_MQ4_3195_length,In the field,Length,NA,mm,NA,9,NA
RICE009_WB_2017-11-18_MQ5,RICE009_WB_2017-11-18_MQ5_3196,RICE009_WB_2017-11-18_MQ5_3196_length,In the field,Length,NA,mm,NA,12,NA
RICE009_WB_2017-11-18_MQ5,RICE009_WB_2017-11-18_MQ5_3197,RICE009_WB_2017-11-18_MQ5_3197_length,In the field,Length,NA,mm,NA,15,NA
RICE009_WB_2017-11-18_MQ5,RICE009_WB_2017-11-18_MQ5_3198,RICE009_WB_2017-11-18_MQ5_3198_length,In the field,Length,NA,mm,NA,17,NA
RICE009_WB_2017-11-18_MQ5,RICE009_WB_2017-11-18_MQ5_3199,RICE009_WB_2017-11-18_MQ5_3199_length,In the field,Length,NA,mm,NA,13,NA
RICE010_FB_2018-02-14_BQ5,RICE010_FB_2018-02-14_BQ5_3200,RICE010_FB_2018-02-14_BQ5_3200_length,In the field,Length,NA,mm,NA,40,NA
RICE010_FB_2018-02-14_BQ5,RICE010_FB_2018-02-14_BQ5_3201,RICE010_FB_2018-02-14_BQ5_3201_length,In the field,Length,NA,mm,NA,20,NA
RICE010_FB_2018-02-14_BQ5,RICE010_FB_2018-02-14_BQ5_3202,RICE010_FB_2018-02-14_BQ5_3202_length,In the field,Length,NA,mm,NA,17,NA
RICE010_FB_2018-02-14_BQ5,RICE010_FB_2018-02-14_BQ5_3203,RICE010_FB_2018-02-14_BQ5_3203_length,In the field,Length,NA,mm,NA,9,NA
RICE010_FB_2018-02-14_BQ5,RICE010_FB_2018-02-14_BQ5_3204,RICE010_FB_2018-02-14_BQ5_3204_length,In the field,Length,NA,mm,NA,23,NA
